c_l_i_n_i_c___n_a_m_e,a_i_l_m_e_n_t,m_o_n_t_h___n_a_m_e,s_e_a_s_o_n,s_e_v_e_r_i_t_y,p_a_t_i_e_n_t___i_d,n_u_m___m_e_d_i_c_a_t_i_o_n_s,a_g_e,w_a_i_t___t_i_m_e___m_i_n_u_t_e_s,i_s___s_e_v_e_r_e,i_s___f_o_l_l_o_w___u_p
Urban Primary Care,Skin Infections,July,Long Rains,Moderate,42,108,34.523809523809526,32.095238095238095,0,4
Urban Primary Care,Skin Infections,July,Long Rains,Severe,17,48,32.05882352941177,31.352941176470587,17,0
Urban Primary Care,Skin Infections,June,Long Rains,Mild,41,101,30.853658536585368,26.853658536585368,0,2
Urban Primary Care,Skin Infections,June,Long Rains,Moderate,29,76,33.96551724137931,25.79310344827586,0,5
Urban Primary Care,Skin Infections,June,Long Rains,Severe,13,30,25.76923076923077,33.23076923076923,13,0
Urban Primary Care,Skin Infections,November,Short Rains,Mild,62,150,35.806451612903224,29.387096774193548,0,3
Urban Primary Care,Skin Infections,November,Short Rains,Moderate,34,92,36.470588235294116,33.470588235294116,0,2
Urban Primary Care,Skin Infections,November,Short Rains,Severe,21,51,34.523809523809526,27.142857142857142,21,1
Urban Primary Care,Skin Infections,October,Cool/Dry,Mild,42,107,26.428571428571427,31.30952380952381,0,3
Urban Primary Care,Skin Infections,October,Cool/Dry,Moderate,31,80,29.516129032258064,29.0,0,0
Urban Primary Care,Skin Infections,October,Cool/Dry,Severe,12,26,28.333333333333332,25.75,12,0
Urban Primary Care,Skin Infections,September,Cool/Dry,Mild,82,195,32.926829268292686,26.475609756097562,0,8
Urban Primary Care,Skin Infections,September,Cool/Dry,Moderate,62,139,34.516129032258064,32.725806451612904,0,1
Urban Primary Care,Skin Infections,September,Cool/Dry,Severe,31,82,31.129032258064516,33.064516129032256,31,2
Urban Primary Care,Typhoid,August,Cool/Dry,Mild,32,80,37.5,34.90625,0,1
Urban Primary Care,Typhoid,August,Cool/Dry,Moderate,19,48,32.89473684210526,25.263157894736842,0,0
Urban Primary Care,Typhoid,August,Cool/Dry,Severe,8,25,35.0,22.625,8,1
Urban Primary Care,Typhoid,July,Long Rains,Mild,36,81,27.77777777777778,28.0,0,4
Urban Primary Care,Typhoid,July,Long Rains,Moderate,19,44,37.10526315789474,29.105263157894736,0,1
Urban Primary Care,Typhoid,July,Long Rains,Severe,8,16,33.75,22.75,8,0
Urban Primary Care,Typhoid,June,Long Rains,Mild,67,165,34.40298507462686,28.26865671641791,0,3
Urban Primary Care,Typhoid,June,Long Rains,Moderate,61,159,33.85245901639344,32.459016393442624,0,1
Urban Primary Care,Typhoid,June,Long Rains,Severe,17,38,43.8235294117647,27.647058823529413,17,2
Urban Primary Care,Typhoid,November,Short Rains,Mild,70,170,38.42857142857143,27.185714285714287,0,3
Urban Primary Care,Typhoid,November,Short Rains,Moderate,44,110,38.86363636363637,25.545454545454547,0,3
Urban Primary Care,Typhoid,November,Short Rains,Severe,31,72,34.67741935483871,27.93548387096774,31,0
Urban Primary Care,Typhoid,October,Cool/Dry,Mild,35,79,28.428571428571427,29.942857142857143,0,1
Urban Primary Care,Typhoid,October,Cool/Dry,Moderate,25,67,31.4,27.6,0,1
Urban Primary Care,Typhoid,October,Cool/Dry,Severe,10,26,29.0,32.9,10,2
Urban Primary Care,Typhoid,September,Cool/Dry,Mild,41,96,31.829268292682926,27.658536585365855,0,1
Urban Primary Care,Typhoid,September,Cool/Dry,Moderate,23,63,33.69565217391305,28.52173913043478,0,2
Urban Primary Care,Typhoid,September,Cool/Dry,Severe,4,12,25.0,25.25,4,0
Urban Primary Care,Upper Respiratory Infection,August,Cool/Dry,Mild,186,451,33.27956989247312,28.413978494623656,0,12
Urban Primary Care,Upper Respiratory Infection,August,Cool/Dry,Moderate,135,343,35.2962962962963,27.4,0,10
Urban Primary Care,Upper Respiratory Infection,August,Cool/Dry,Severe,49,129,32.3469387755102,29.53061224489796,49,3
Urban Primary Care,Upper Respiratory Infection,July,Long Rains,Mild,188,468,32.4468085106383,29.345744680851062,0,9
Urban Primary Care,Upper Respiratory Infection,July,Long Rains,Moderate,139,337,34.568345323741006,29.33093525179856,0,7
Urban Primary Care,Upper Respiratory Infection,July,Long Rains,Severe,66,145,26.21212121212121,29.863636363636363,66,2
Urban Primary Care,Upper Respiratory Infection,June,Long Rains,Mild,180,443,32.166666666666664,27.416666666666668,0,8
Urban Primary Care,Upper Respiratory Infection,June,Long Rains,Moderate,126,329,33.095238095238095,30.214285714285715,0,4
Urban Primary Care,Upper Respiratory Infection,June,Long Rains,Severe,55,131,36.81818181818182,33.41818181818182,55,3
Urban Primary Care,Upper Respiratory Infection,November,Short Rains,Mild,142,354,36.76056338028169,28.943661971830984,0,5
Urban Primary Care,Upper Respiratory Infection,November,Short Rains,Moderate,98,250,32.55102040816327,27.96938775510204,0,6
Urban Primary Care,Upper Respiratory Infection,November,Short Rains,Severe,50,126,28.0,30.84,50,6
Urban Primary Care,Upper Respiratory Infection,October,Cool/Dry,Mild,123,319,31.747967479674795,27.804878048780488,0,3
Urban Primary Care,Upper Respiratory Infection,October,Cool/Dry,Moderate,97,258,34.07216494845361,28.969072164948454,0,6
Urban Primary Care,Upper Respiratory Infection,October,Cool/Dry,Severe,47,113,31.595744680851062,29.19148936170213,47,1
Urban Primary Care,Upper Respiratory Infection,September,Cool/Dry,Mild,106,270,34.43396226415094,31.933962264150942,0,7
Urban Primary Care,Upper Respiratory Infection,September,Cool/Dry,Moderate,103,246,31.796116504854368,30.16504854368932,0,3
Urban Primary Care,Upper Respiratory Infection,September,Cool/Dry,Severe,40,101,32.75,31.75,40,1
Westgate Clinic,Arthritis,August,Cool/Dry,Mild,24,55,30.0,28.0,0,2
Westgate Clinic,Arthritis,August,Cool/Dry,Moderate,17,42,29.705882352941178,26.41176470588235,0,1
Westgate Clinic,Arthritis,August,Cool/Dry,Severe,7,15,12.142857142857142,28.571428571428573,7,0
Westgate Clinic,Arthritis,July,Long Rains,Mild,33,78,32.878787878787875,32.0,0,2
Westgate Clinic,Arthritis,July,Long Rains,Moderate,15,34,29.666666666666668,32.53333333333333,0,0
Westgate Clinic,Arthritis,July,Long Rains,Severe,6,15,35.0,36.833333333333336,6,1
Westgate Clinic,Arthritis,June,Long Rains,Mild,23,51,30.217391304347824,33.608695652173914,0,3
Westgate Clinic,Arthritis,June,Long Rains,Moderate,19,49,35.0,27.473684210526315,0,1
Westgate Clinic,Arthritis,June,Long Rains,Severe,5,16,25.0,28.0,5,0
Westgate Clinic,Arthritis,November,Short Rains,Mild,28,72,33.57142857142857,24.785714285714285,0,1
Westgate Clinic,Arthritis,November,Short Rains,Moderate,19,49,37.10526315789474,23.263157894736842,0,1
Westgate Clinic,Arthritis,November,Short Rains,Severe,6,16,18.333333333333332,32.666666666666664,6,0
Westgate Clinic,Arthritis,October,Cool/Dry,Mild,27,75,27.22222222222222,24.14814814814815,0,0
Westgate Clinic,Arthritis,October,Cool/Dry,Moderate,17,39,32.64705882352941,27.352941176470587,0,1
Westgate Clinic,Arthritis,October,Cool/Dry,Severe,7,22,25.0,23.285714285714285,7,1
Westgate Clinic,Arthritis,September,Cool/Dry,Mild,25,60,33.4,32.2,0,3
Westgate Clinic,Arthritis,September,Cool/Dry,Moderate,15,42,22.333333333333332,33.93333333333333,0,2
Westgate Clinic,Arthritis,September,Cool/Dry,Severe,8,23,31.25,35.75,8,0
Westgate Clinic,Asthma,August,Cool/Dry,Mild,38,99,38.421052631578945,31.44736842105263,0,1
Westgate Clinic,Asthma,August,Cool/Dry,Moderate,30,70,32.333333333333336,27.966666666666665,0,0
Westgate Clinic,Asthma,August,Cool/Dry,Severe,12,27,33.333333333333336,25.083333333333332,12,0
Westgate Clinic,Asthma,July,Long Rains,Mild,45,102,27.88888888888889,33.977777777777774,0,6
Westgate Clinic,Asthma,July,Long Rains,Moderate,38,107,41.05263157894737,25.473684210526315,0,2
Westgate Clinic,Asthma,July,Long Rains,Severe,20,55,32.0,20.35,20,0
Westgate Clinic,Asthma,June,Long Rains,Mild,42,104,27.38095238095238,31.0,0,2
Westgate Clinic,Asthma,June,Long Rains,Moderate,25,61,29.4,28.64,0,0
Westgate Clinic,Asthma,June,Long Rains,Severe,10,27,28.0,20.8,10,1
Westgate Clinic,Asthma,November,Short Rains,Mild,44,107,29.09090909090909,26.84090909090909,0,1
Westgate Clinic,Asthma,November,Short Rains,Moderate,25,57,33.8,28.32,0,1
Westgate Clinic,Asthma,November,Short Rains,Severe,5,11,47.0,44.2,5,0
Westgate Clinic,Asthma,October,Cool/Dry,Mild,46,111,33.91304347826087,32.391304347826086,0,4
Westgate Clinic,Asthma,October,Cool/Dry,Moderate,18,40,28.333333333333332,29.944444444444443,0,1
Westgate Clinic,Asthma,October,Cool/Dry,Severe,12,34,30.0,35.5,12,1
Westgate Clinic,Asthma,September,Cool/Dry,Mild,45,118,33.666666666666664,30.533333333333335,0,5
Westgate Clinic,Asthma,September,Cool/Dry,Moderate,31,72,29.516129032258064,35.25806451612903,0,1
Westgate Clinic,Asthma,September,Cool/Dry,Severe,4,9,50.0,27.0,4,1
Westgate Clinic,Diabetes,August,Cool/Dry,Mild,35,89,34.714285714285715,29.428571428571427,0,0
Westgate Clinic,Diabetes,August,Cool/Dry,Moderate,19,49,37.10526315789474,32.578947368421055,0,1
Westgate Clinic,Diabetes,August,Cool/Dry,Severe,12,32,30.0,24.666666666666668,12,2
Westgate Clinic,Diabetes,July,Long Rains,Mild,38,93,32.63157894736842,34.8421052631579,0,1
Westgate Clinic,Diabetes,July,Long Rains,Moderate,23,63,29.782608695652176,36.08695652173913,0,0
Westgate Clinic,Diabetes,July,Long Rains,Severe,15,36,29.0,32.666666666666664,15,1
Westgate Clinic,Diabetes,June,Long Rains,Mild,39,108,34.48717948717949,28.46153846153846,0,0
Westgate Clinic,Diabetes,June,Long Rains,Moderate,24,51,34.166666666666664,24.375,0,0
Westgate Clinic,Diabetes,June,Long Rains,Severe,8,21,30.0,23.25,8,0
Westgate Clinic,Diabetes,November,Short Rains,Mild,51,137,31.274509803921568,31.54901960784314,0,3
Westgate Clinic,Diabetes,November,Short Rains,Moderate,36,90,33.611111111111114,32.19444444444444,0,1
Westgate Clinic,Diabetes,November,Short Rains,Severe,8,23,33.75,32.25,8,0
Westgate Clinic,Diabetes,October,Cool/Dry,Mild,47,122,28.404255319148938,30.19148936170213,0,2
Westgate Clinic,Diabetes,October,Cool/Dry,Moderate,21,50,31.666666666666668,25.761904761904763,0,1
Westgate Clinic,Diabetes,October,Cool/Dry,Severe,8,19,40.0,31.125,8,1
Westgate Clinic,Diabetes,September,Cool/Dry,Mild,41,113,32.31707317073171,28.536585365853657,0,3
Westgate Clinic,Diabetes,September,Cool/Dry,Moderate,24,60,31.25,32.375,0,2
Westgate Clinic,Diabetes,September,Cool/Dry,Severe,12,28,36.666666666666664,34.5,12,0
Westgate Clinic,Diarrhea,August,Cool/Dry,Mild,66,174,36.36363636363637,30.727272727272727,0,4
Westgate Clinic,Diarrhea,August,Cool/Dry,Moderate,52,121,32.88461538461539,29.23076923076923,0,3
Westgate Clinic,Diarrhea,August,Cool/Dry,Severe,22,48,28.181818181818183,25.181818181818183,22,1
Westgate Clinic,Diarrhea,July,Long Rains,Mild,147,383,35.0,31.959183673469386,0,7
Westgate Clinic,Diarrhea,July,Long Rains,Moderate,100,244,32.6,29.61,0,5
Westgate Clinic,Diarrhea,July,Long Rains,Severe,46,96,30.869565217391305,28.76086956521739,46,3
Westgate Clinic,Diarrhea,June,Long Rains,Mild,142,338,31.971830985915492,30.112676056338028,0,2
Westgate Clinic,Diarrhea,June,Long Rains,Moderate,74,194,31.35135135135135,28.675675675675677,0,3
Westgate Clinic,Diarrhea,June,Long Rains,Severe,42,95,37.61904761904762,30.238095238095237,42,7
Westgate Clinic,Diarrhea,November,Short Rains,Mild,87,224,27.413793103448278,30.471264367816094,0,8
Westgate Clinic,Diarrhea,November,Short Rains,Moderate,61,148,37.459016393442624,31.901639344262296,0,4
Westgate Clinic,Diarrhea,November,Short Rains,Severe,35,90,33.857142857142854,28.685714285714287,35,2
Westgate Clinic,Diarrhea,October,Cool/Dry,Mild,92,243,33.91304347826087,30.315217391304348,0,4
Westgate Clinic,Diarrhea,October,Cool/Dry,Moderate,62,161,32.41935483870968,30.483870967741936,0,2
Westgate Clinic,Diarrhea,October,Cool/Dry,Severe,26,57,35.38461538461539,30.692307692307693,26,2
Westgate Clinic,Diarrhea,September,Cool/Dry,Mild,82,204,32.926829268292686,28.634146341463413,0,3
Westgate Clinic,Diarrhea,September,Cool/Dry,Moderate,55,142,37.0,27.745454545454546,0,3
Westgate Clinic,Diarrhea,September,Cool/Dry,Severe,20,60,27.5,26.0,20,0
Westgate Clinic,Hypertension,August,Cool/Dry,Mild,53,127,31.22641509433962,33.37735849056604,0,4
Westgate Clinic,Hypertension,August,Cool/Dry,Moderate,29,78,29.482758620689655,26.93103448275862,0,3
Westgate Clinic,Hypertension,August,Cool/Dry,Severe,14,30,38.57142857142857,26.357142857142858,14,0
Westgate Clinic,Hypertension,July,Long Rains,Mild,53,137,36.509433962264154,31.58490566037736,0,1
Westgate Clinic,Hypertension,July,Long Rains,Moderate,37,99,30.405405405405407,26.64864864864865,0,2
Westgate Clinic,Hypertension,July,Long Rains,Severe,18,40,32.22222222222222,28.666666666666668,18,0
Westgate Clinic,Hypertension,June,Long Rains,Mild,39,97,32.43589743589744,27.256410256410255,0,1
Westgate Clinic,Hypertension,June,Long Rains,Moderate,23,54,35.0,22.565217391304348,0,1
Westgate Clinic,Hypertension,June,Long Rains,Severe,11,27,37.72727272727273,27.636363636363637,11,0
Westgate Clinic,Hypertension,November,Short Rains,Mild,68,167,33.088235294117645,27.985294117647058,0,3
Westgate Clinic,Hypertension,November,Short Rains,Moderate,34,89,29.705882352941178,30.0,0,3
Westgate Clinic,Hypertension,November,Short Rains,Severe,17,41,35.588235294117645,31.705882352941178,17,0
Westgate Clinic,Hypertension,October,Cool/Dry,Mild,52,116,35.57692307692308,28.46153846153846,0,5
Westgate Clinic,Hypertension,October,Cool/Dry,Moderate,46,118,33.47826086956522,31.91304347826087,0,2
Westgate Clinic,Hypertension,October,Cool/Dry,Severe,31,67,39.193548387096776,29.193548387096776,31,2
Westgate Clinic,Hypertension,September,Cool/Dry,Mild,49,118,30.510204081632654,29.653061224489797,0,2
Westgate Clinic,Hypertension,September,Cool/Dry,Moderate,32,74,35.625,28.5,0,0
Westgate Clinic,Hypertension,September,Cool/Dry,Severe,13,28,38.84615384615385,23.076923076923077,13,0
Westgate Clinic,Malaria,August,Cool/Dry,Mild,90,212,34.22222222222222,29.377777777777776,0,6
Westgate Clinic,Malaria,August,Cool/Dry,Moderate,62,160,32.41935483870968,28.258064516129032,0,5
Westgate Clinic,Malaria,August,Cool/Dry,Severe,27,71,35.74074074074074,30.185185185185187,27,2
Westgate Clinic,Malaria,July,Long Rains,Mild,181,441,33.89502762430939,28.243093922651934,0,10
Westgate Clinic,Malaria,July,Long Rains,Moderate,134,330,34.62686567164179,29.64179104477612,0,7
Westgate Clinic,Malaria,July,Long Rains,Severe,50,122,31.8,30.8,50,2
Westgate Clinic,Malaria,June,Long Rains,Mild,153,390,33.03921568627451,31.424836601307188,0,8
Westgate Clinic,Malaria,June,Long Rains,Moderate,116,287,33.01724137931034,29.905172413793103,0,5
Westgate Clinic,Malaria,June,Long Rains,Severe,59,134,33.47457627118644,34.42372881355932,59,2
Westgate Clinic,Malaria,November,Short Rains,Mild,202,494,34.00990099009901,30.054455445544555,0,18
Westgate Clinic,Malaria,November,Short Rains,Moderate,162,390,32.901234567901234,27.833333333333332,0,7
Westgate Clinic,Malaria,November,Short Rains,Severe,64,161,32.34375,27.03125,64,1
Westgate Clinic,Malaria,October,Cool/Dry,Mild,96,243,31.979166666666668,30.46875,0,3
Westgate Clinic,Malaria,October,Cool/Dry,Moderate,65,163,34.23076923076923,31.107692307692307,0,3
Westgate Clinic,Malaria,October,Cool/Dry,Severe,37,101,27.972972972972972,31.027027027027028,37,2
Westgate Clinic,Malaria,September,Cool/Dry,Mild,98,238,35.51020408163265,31.632653061224488,0,2
Westgate Clinic,Malaria,September,Cool/Dry,Moderate,65,161,32.38461538461539,29.646153846153847,0,2
Westgate Clinic,Malaria,September,Cool/Dry,Severe,33,80,35.90909090909091,28.21212121212121,33,0
Westgate Clinic,Minor Injuries,August,Cool/Dry,Mild,44,110,31.59090909090909,28.84090909090909,0,1
Westgate Clinic,Minor Injuries,August,Cool/Dry,Moderate,48,118,29.166666666666668,26.708333333333332,0,1
Westgate Clinic,Minor Injuries,August,Cool/Dry,Severe,20,50,31.0,29.45,20,0
Westgate Clinic,Minor Injuries,July,Long Rains,Mild,77,201,36.03896103896104,29.584415584415584,0,2
Westgate Clinic,Minor Injuries,July,Long Rains,Moderate,38,88,34.21052631578947,30.263157894736842,0,0
Westgate Clinic,Minor Injuries,July,Long Rains,Severe,21,47,31.666666666666668,29.61904761904762,21,0
Westgate Clinic,Minor Injuries,June,Long Rains,Mild,44,104,34.77272727272727,28.84090909090909,0,1
Westgate Clinic,Minor Injuries,June,Long Rains,Moderate,44,103,33.40909090909091,28.568181818181817,0,2
Westgate Clinic,Minor Injuries,June,Long Rains,Severe,18,47,36.666666666666664,30.444444444444443,18,2
Westgate Clinic,Minor Injuries,November,Short Rains,Mild,67,163,30.37313432835821,26.104477611940297,0,4
Westgate Clinic,Minor Injuries,November,Short Rains,Moderate,52,133,36.92307692307692,33.84615384615385,0,5
Westgate Clinic,Minor Injuries,November,Short Rains,Severe,20,56,34.0,27.8,20,0
Westgate Clinic,Minor Injuries,October,Cool/Dry,Mild,65,170,33.15384615384615,29.276923076923076,0,1
Westgate Clinic,Minor Injuries,October,Cool/Dry,Moderate,52,135,34.23076923076923,28.28846153846154,0,3
Westgate Clinic,Minor Injuries,October,Cool/Dry,Severe,22,55,32.72727272727273,33.22727272727273,22,1
Westgate Clinic,Minor Injuries,September,Cool/Dry,Mild,55,142,25.363636363636363,29.2,0,1
Westgate Clinic,Minor Injuries,September,Cool/Dry,Moderate,39,97,34.743589743589745,31.794871794871796,0,1
Westgate Clinic,Minor Injuries,September,Cool/Dry,Severe,20,56,29.5,32.8,20,1
Westgate Clinic,Pneumonia,August,Cool/Dry,Mild,29,76,31.896551724137932,27.620689655172413,0,1
Westgate Clinic,Pneumonia,August,Cool/Dry,Moderate,25,71,30.2,38.2,0,0
Westgate Clinic,Pneumonia,August,Cool/Dry,Severe,12,31,29.166666666666668,31.5,12,0
Westgate Clinic,Pneumonia,July,Long Rains,Mild,82,216,32.4390243902439,27.01219512195122,0,5
Westgate Clinic,Pneumonia,July,Long Rains,Moderate,47,121,29.680851063829788,27.23404255319149,0,4
Westgate Clinic,Pneumonia,July,Long Rains,Severe,28,71,29.285714285714285,30.0,28,1
Westgate Clinic,Pneumonia,June,Long Rains,Mild,77,200,36.55844155844156,27.31168831168831,0,3
Westgate Clinic,Pneumonia,June,Long Rains,Moderate,53,133,31.41509433962264,31.20754716981132,0,3
Westgate Clinic,Pneumonia,June,Long Rains,Severe,20,47,37.5,22.95,20,1
Westgate Clinic,Pneumonia,November,Short Rains,Mild,50,115,31.8,31.78,0,3
Westgate Clinic,Pneumonia,November,Short Rains,Moderate,35,87,31.285714285714285,36.857142857142854,0,0
Westgate Clinic,Pneumonia,November,Short Rains,Severe,14,33,41.42857142857143,34.142857142857146,14,2
Westgate Clinic,Pneumonia,October,Cool/Dry,Mild,43,113,32.44186046511628,24.86046511627907,0,3
Westgate Clinic,Pneumonia,October,Cool/Dry,Moderate,30,70,37.0,28.533333333333335,0,0
